informasjonstype,navn,ingress,beskrivelse,kontekstavhengig_beskrivelse,normeringsniva,eif_niva,status,samhandlingstjenester,ansvarlig,dokumenttype,referanse_lenketekst,referanse_url
"Fortolkning "," Juridisk vurdering av dokumentdeling via kjernejournal (pasientens journaldokumenter)",,"Vurderingene det er lenket til under redegjør for hjemmelsgrunnlaget for dokumentdeling via kjernejournal (pasientens journaldokumenter). I tillegg fastslås rekkevidden av de deltakende virksomhetenes dataansvar og den betydning dette har for virksomhetenes plikt til å vurdere risiko, sørge for at det iverksettes tilstrekkelige informasjonssikkerhetstiltak og ivareta den registrertes rettigheter.",,,"Juridisk","Eksisterer","Pasientens journaldokumenter","Helsedirektoratet",,"Juridisk vurdering av Pasientens journaldokumenter (fortolkning av Direktoratet for e-helse og Helsedirektoratet, uttalelse fra Helse- og omsorgsdepartementet) (PDF) (ehelse.no)","https://www.ehelse.no/regelverk/regelverk-om-deling-av-helseopplysninger/_/attachment/inline/47957976-add2-4635-b1cd-2300a98b415a:e0fefc58782aed7bc6d462cac671fb39744f83fc/Juridisk%20vurdering%20av%20og%20uttalelse%20om%20dokumentdeling%20via%20kjernejournal.pdf"
"Krav og prinsipper ","EU-guidelines on patient summary",,"Generelle retningslinjer fra EU om patient summary. Disse vil etter hvert komme som krav gjennom EHDS-forordningen. Disse retningslinjene legger grunnlaget for obligatoriske utvekslingsformater som er under utarbeidelse i EU. EU-guidelines tas hensyn til i arbeidet med nasjonale informasjonsmodeller for kritisk informasjon.",,,"Semantisk","Eksisterer","Pasientens kritiske informasjon","EU-kommisjonen",,"EU-guidelines on patient summary (PDF) (health.ec.europa.eu)","https://health.ec.europa.eu/document/download/e020f311-c35b-45ae-ba3d-03212b57fa65_en?filename=ehn_guidelines_patientsummary_en.pdf"
"Krav og prinsipper ","EU-guidelines on laboratory results",,"Generelle retningslinjer fra EU om laboratoriesvar. Disse vil etter hvert komme som krav gjennom EHDS-forordningen. Disse retningslinjene legger grunnlaget for obligatoriske utvekslingsformater som er under utarbeidelse i EU.",,,"Semantisk","Eksisterer","Pasientens prøvesvar","EU-kommisjonen",,"EU-guidelines on laboratory results (health.ec.europa.eu)","https://health.ec.europa.eu/publications/ehn-laboratory-result-guidelines_en"
"Kodeverk og terminologi ","Alvorlighetsgrad ",,"Angir alvorlighetsgrad ved registrering av overfølsomhetsreaksjon i kjernejournal. Registrering og utveksling av kritisk informasjon i kjernejournal.",,,"Semantisk","Eksisterer","Pasientens kritiske informasjon","Norsk helsenett (NHN)",,"Alvorlighetsgrad (OID=7520) (finnkode.no)","https://finnkode.helsedirektoratet.no/adm/collections/7520"
"Kodeverk og terminologi ","Underkategorier av kritisk informasjon ",,"Viser en oversikt over de ulike underkategoriene av kritisk informasjon.
",,,"Semantisk","Eksisterer","Pasientens kritiske informasjon","Norsk helsenett (NHN)",,"Underkategorier av kritisk informasjon (OID=7651) (finnkode.no)","https://finnkode.helsedirektoratet.no/adm/collections/7651"
"Kodeverk og terminologi ","Koder for tilgangsbegrensninger i behandlingsrettede helseregistre",,"Kodeverket benyttes for å angi tilgangsbegrensninger i behandlingsrettede helseregistre, herunder EPJ-systemer og nasjonale e-helseløsninger.",,,"Semantisk","Eksisterer","Pasientens journaldokumenter, Pasientens prøvesvar","Helsedirektoratet",,"Koder for tilgangsbegrensninger i behandlingsrettede helseregistre (OID=9603) (finnkode.no)","https://finnkode.helsedirektoratet.no/adm/collections/9603"
"Kodeverk og terminologi ","Prosedyreendringer som kritisk informasjon ",,"Endringer i behandlingsprosedyrer registrert som kritisk informasjon. Gjelder andre prosedyreendringer enn avgrensning av livsforlengende behandling. Registrering og utveksling av kritisk informasjon i kjernejournal",,,"Semantisk","Eksisterer","Pasientens kritiske informasjon","Norsk helsenett (NHN)",,"Prosedyreendringer som kritisk informasjon (OID=7522) (finnkode.no)","https://finnkode.helsedirektoratet.no/adm/collections/7522"
"Kodeverk og terminologi ","Enhet for pakning (7452)",,"Enhet til bruk i pakningsstørrelse og nevner for styrke som pakningsstørrelse beregnes i forhold til.",,,"Semantisk","Eksisterer","Pasientens legemiddelliste","Direktoratet for medisinske produkter",,"Enhet for pakning (7452) (finnkode.no)","https://finnkode.helsedirektoratet.no/adm/collections/7452"
"Kodeverk og terminologi ","Reaksjonstyper (7497)",,"Kodeverket inneholder reaksjonstyper for legemiddelallergi",,,"Semantisk","Eksisterer","Pasientens kritiske informasjon, Pasientens legemiddelliste","Helsedirektoratet",,"Reaksjonstyper (7497) (finnkode.no)","https://finnkode.helsedirektoratet.no/adm/collections/7497"
"Kodeverk og terminologi ","Smittetype som kritisk informasjon ",,"Angir hvilken type smitte som kan registreres som kritisk informasjon i kjernejournal. Registrering og utveksling av kritisk informasjon i kjernejournal.",,,"Semantisk","Eksisterer","Pasientens kritiske informasjon","Norsk helsenett (NHN)",,"Smittetype som kritisk informasjon (OID=7519) (finnkode.no)","https://finnkode.helsedirektoratet.no/adm/collections/7519"
"Kodeverk og terminologi ","Anatomical Therapeutic Chemical (ATC)",,"Kodeverket angir koder for en internasjonal klassifisering av legemidler i klassifikasjonssystemet Anatomical Therapeutic Chemical (ATC) Classification System",,"Obligatorisk standard","Semantisk","Eksisterer","Pasientens kritiske informasjon, Pasientens legemiddelliste","Helsedirektoratet",,"ATC (OID=7180) (finnkode.no)","https://finnkode.helsedirektoratet.no/adm/collections/7180"
"Kodeverk og terminologi ","Metode for utlevering av vare (7404)",,"Beskriver metode for ekspedering av varer fra utleverer (apotek eller bandagist).",,,"Semantisk","Eksisterer","Pasientens legemiddelliste","Helsedirektoratet",,"Metode for utlevering av vare (7404) (finnkode.no)","https://finnkode.helsedirektoratet.no/adm/collections/7404"
"Kodeverk og terminologi ","Status søknad SLV (7436)",,,,,"Semantisk","Eksisterer","Pasientens legemiddelliste","Helsedirektoratet",,"Status søknad SLV (7436) (finnkode.no)","https://finnkode.helsedirektoratet.no/adm/collections/7436"
"Kodeverk og terminologi ","Kodeverk for dokumenttyper",,"Kodeverk som beskriver hvilke dokumenttyper som kan deles gjennom dokumentdelingsløsningen.",,,"Semantisk","Eksisterer","Pasientens journaldokumenter","Helsedirektoratet",,"Dokumenttyper (OID=9602) (finnkode.no)","https://finnkode.helsedirektoratet.no/adm/collections/9602"
"Kodeverk og terminologi ","Produktgruppe (7403)",,"Kodeverk for medisinsk forbruksmateriell og dietetiske næringsmidler som kan forskrives på blå resept, og for brystproteser som refunderes etter folketrygdloven § 10-7i.",,,"Semantisk","Eksisterer","Pasientens legemiddelliste","Helfo",,"Produktgruppe (7403) (finnkode.no)","https://finnkode.helsedirektoratet.no/adm/collections/7403"
"Kodeverk og terminologi ","Typer av kritisk informasjon",,"Oversikt over hovedkategorier av kritisk informasjon
",,,"Semantisk","Eksisterer","Pasientens kritiske informasjon","Norsk helsenett (NHN)",,"Typer av kritisk informasjon (OID=7650) (finnkode.no)","https://finnkode.helsedirektoratet.no/adm/collections/7650"
"Kodeverk og terminologi ","Status resept (7408)",,,,,"Semantisk","Eksisterer","Pasientens legemiddelliste","Helsedirektoratet",,"Status resept (7408) (finnkode.no)","https://finnkode.helsedirektoratet.no/adm/collections/7408"
"Kodeverk og terminologi ","Intubasjonsproblem som kritisk informasjon",,"Gradering av anatomisk tilgjengelighet ved intubasjon iht Cormack & Lehane. Registrering og utveksling av kritisk informasjon i kjernejournal.
",,,"Semantisk","Eksisterer","Pasientens kritiske informasjon","Norsk helsenett (NHN)",,"Intubasjonsproblem som kritisk informasjon (OID=7515) (finnkode.no)","https://finnkode.helsedirektoratet.no/adm/collections/7515"
"Kodeverk og terminologi ","Mulighet for maskeventilasjon",,"Angir om det var problemer med ventilasjon på maske registert som komplikasjon under anestesi i kjernejournal. Registrering og utveksling av kritisk informasjon i kjernejournal
",,,"Semantisk","Eksisterer","Pasientens kritiske informasjon","Norsk helsenett (NHN)",,"Mulighet for maskeventilasjon (OID=7516) (finnkode.no)","https://finnkode.helsedirektoratet.no/adm/collections/7516"
"Kodeverk og terminologi ","Pågående behandling som kritisk informasjon ",,"Angir pågående viktig behandling registert som kritisk informasjon. Gjelder behandling som normalt ikke kan utledes av pasientens forskrevne resepter. Registrering og utveksling av kritisk informasjon i kjernejournal.",,,"Semantisk","Eksisterer","Pasientens kritiske informasjon","Norsk helsenett (NHN)",,"Pågående behandling som kritisk informasjon (OID=7517) (finnkode.no)","https://finnkode.helsedirektoratet.no/adm/collections/7517"
"Kodeverk og terminologi ","Implantater som kritisk informasjon",,"Angir type implantat registert som kritisk informasjon. Registrering og utveksling av kritisk informasjon i kjernejournal.",,,"Semantisk","Eksisterer","Pasientens kritiske informasjon","Norsk helsenett (NHN)",,"Implantater som kritisk informasjon (OID=7518) (finnkode.no)","https://finnkode.helsedirektoratet.no/adm/collections/7518"
"Kodeverk og terminologi ","Hjemmel for refusjon med medisinsk begrunnelse - ny forskrift (7427)",,"Lovgrunnlag for refusjon.",,,"Semantisk","Eksisterer","Pasientens legemiddelliste","Helsedirektoratet",,"Hjemmel for refusjon med medisinsk begrunnelse - ny forskrift (7427) (finnkode.no)","https://finnkode.helsedirektoratet.no/adm/collections/7427"
"Kodeverk og terminologi ","Annen allergi som kritisk informasjon ",,"Angir annet allergen enn legemidler som årsak til alvorlig allergisk reaksjon registrert som kritisk informasjon.
",,,"Semantisk","Eksisterer","Pasientens kritiske informasjon","Norsk helsenett (NHN)",,"Annen allergi som kritisk informasjon (OID=7514) (finnkode.no)","https://finnkode.helsedirektoratet.no/adm/collections/7514"
"Kodeverk og terminologi ","Bekreftelse",,"Angir om en registrering av kritisk informasjon er verifisert eller avkreftet. Registrering og utveksling av kritisk informasjon i kjernejournal.",,,"Semantisk","Eksisterer","Pasientens kritiske informasjon","Norsk helsenett (NHN)",,"Bekreftelse (OID=7524) (finnkode.no)","https://finnkode.helsedirektoratet.no/adm/collections/7524"
"Kodeverk og terminologi ","Sannsynlighet",,"Angir hvor sannsynlig det er at oppgitt allergen er årsaken til den registerte reaksjonen. Benyttes ved registrering av overfølsomhetsreaksjoner i kjernejournal. Registrering og utveksling av kritisk informasjon i kjernejournal.",,,"Semantisk","Eksisterer","Pasientens kritiske informasjon","Norsk helsenett (NHN)",,"Sannsynlighet (OID 7521) (finnkode.no)","https://finnkode.helsedirektoratet.no/adm/collections/7521"
"Kodeverk og terminologi ","Helsepersonellregisterets (HPR) klassifikasjon av spesialiteter (7426)",,"Dette kodeverket inneholder koder for spesialiteter i Helsepersonellregisteret. Kilde: Forskrift om spesialistgodkjenning av helsepersonell og turnusstillinger for leger.",,,"Semantisk","Eksisterer","Pasientens legemiddelliste","Helsedirektoratet",,"Helsepersonellregisterets (HPR) klassifikasjon av spesialiteter (7426) (finnkode.no)","https://finnkode.helsedirektoratet.no/adm/collections/7426"
"Kodeverk og terminologi ","Ja, nei (1101)",,"Dette kodeverket inneholder koder for å angi svar Ja eller Nei.",,,"Semantisk","Eksisterer","Pasientens legemiddelliste","Helsedirektoratet",,"Ja, nei (1101) (finnkode.no)","https://finnkode.helsedirektoratet.no/adm/collections/1101"
"Kodeverk og terminologi ","Rolle i forhold til pasient (7490)",,"Oppgir hvilken rolle en organisasjon eller helseperson har i forhold til en pasient.",,,"Semantisk","Eksisterer","Pasientens legemiddelliste","Helsedirektoratet",,"Rolle i forhold til pasient (7490) (finnkode.no)","https://finnkode.helsedirektoratet.no/adm/collections/7490"
"Kodeverk og terminologi ","TypeResept (7491)",,,,,"Semantisk","Eksisterer","Pasientens legemiddelliste","Helsedirektoratet",,"TypeResept (7491) (finnkode.no)","https://finnkode.helsedirektoratet.no/adm/collections/7491"
"Kodeverk og terminologi ","Kommentar til oppføring i LIB (7495)",,"Struktuert kommentar til en oppføring i Legemidler i bruk (LIB) (M25)",,,"Semantisk","Eksisterer","Pasientens legemiddelliste","Helsedirektoratet",,"Kommentar til oppføring i LIB (7495) (finnkode.no)","https://finnkode.helsedirektoratet.no/adm/collections/7495"
"Kodeverk og terminologi ","Nasjonalt register over enheter i spesialisthelsetjenesten (RESH) (3512)",,"Oversikt over alle organisatoriske enheter innen spesialisthelsetjenesten.",,,"Semantisk","Eksisterer","Pasientens legemiddelliste","Helsedirektoratet",,"Nasjonalt register over enheter i spesialisthelsetjenesten (RESH) (3512) (finnkode.no)","https://finnkode.helsedirektoratet.no/adm/collections/3512"
"Kodeverk og terminologi ","Kilde til opplysninger (7498)",,"Kodeverket inneholder alternativer for å oppgi hvor opplysninger for en allergisk reaksjon kommer fra.",,,"Semantisk","Eksisterer","Pasientens legemiddelliste","Norsk helsenett (NHN)",,"Kilde til opplysninger (7498) (finnkode.no)","https://finnkode.helsedirektoratet.no/adm/collections/7498"
"Kodeverk og terminologi ","Kritisk medisinsk tilstand - begrunnelse",,"Angir begrunnelse for hvorfor en tilstand bør ansees som kritisk og registreres i kjernejournal.
",,,"Semantisk","Eksisterer","Pasientens kritiske informasjon","Norsk helsenett (NHN)",,"Kritisk medisinsk tilstand - begrunnelse (OID=7513) (finnkode.no)","https://finnkode.helsedirektoratet.no/adm/collections/7513"
"Kodeverk og terminologi ","Årsak til seponering (7494)",,,,,"Semantisk","Eksisterer","Pasientens legemiddelliste","Norsk helsenett (NHN)",,"Årsak til seponering (7494) (finnkode.no)","https://finnkode.helsedirektoratet.no/adm/collections/7494"
"Kodeverk og terminologi ","Svar på oppføring i LIB (7493)",,"Strukturert svar knytte til kommentarer som er gitt på oppføringer i Legemidler i bruk (LIB). Benyttes for å angi strukturet svar i Legemidler i bruk (LIB",,,"Semantisk","Eksisterer","Pasientens legemiddelliste","Helsedirektoratet",,"Svar på oppføring i LIB (7493) (finnkode.no)","https://finnkode.helsedirektoratet.no/adm/collections/7493"
"Kodeverk og terminologi ","Kilde til opplysninger",,"Kodeverket inneholder alternativer for å oppgi hvor opplysninger for en allergisk reaksjon kommer fra",,,"Semantisk","Eksisterer","Pasientens kritiske informasjon","Helsedirektoratet",,"Kilde til opplysninger (finnkode.no)","https://finnkode.helsedirektoratet.no/adm/collections/7498"
"Lov ","Proposal for a Regulation on the European Health Data Space",,"EHDS-forordningen gir rammer for helhetlig informasjonsforvaltning på tvers av primær- og sekundærbruk av helsedata.",,,"Juridisk","Under utvikling","Pasientens kritiske informasjon","EU-kommisjonen",,"Proposal for a Regulation on the European Health Data Space (PDF) (consilium.europa.eu)","https://www.consilium.europa.eu/media/70909/st07553-en24.pdf"
"Lov ","Pasientjournalloven",,"Både personopplysningsloven (personvernforordningen), pasientjournalloven og til dels pasient- og brukerrettighetsloven regulerer behandling av person- og helseopplysninger. Pasientjournalloven er den sentrale loven når det gjelder regulering av virksomhetenes behandling av helseopplysninger i forbindelse med ytelse av helsehjelp","Pasientens journaldokumenter: Samhandlingstjenesten pasientens journaldokumenter gir helsepersonell med tjenstlig behov innsyn i utvalgte dokumenter på tvers av helsevirksomheter. Dokumentene tilgjengeliggjøres via kjernejournal på bakgrunn av informasjonselementet referanser til ytterligere informasjon i kjernejournal, men selve dokumentene er ikke en del av kjernejournal. Det er derfor særlig §§ 13 om nasjonal kjernejournal og 19 om helseopplysninger ved helsehjelp som er relevante for denne samhandlingstjenesten. Regelverket som regulerer kjernejournal setter den ytre ramme for dokumentdelingen, herunder til hvilket formål det kan gjøres oppslag til. Det rettslige grunnlaget for å gi helsepersonellet innsyn i selve dokumentene er pasientjournalloven § 19, jf. helsepersonelloven § 45. § 19 fastsetter blant annet at helsevirksomheter, innen rammen av taushetsplikten, plikter å sørge for at relevante og nødvendige opplysninger er tilgjengelige for helsepersonell som trenger dem for å ute helsehjelp. Det er imidlertid virksomheten som bestemmer hvordan opplysningene skal gjøres tilgjengelige, og det er et krav at dette gjøres på en måte som tilfredsstiller informasjonssikkerheten. For virksomheter som tilgjengeliggjør dokumenter i samhandlingstjenesten pasientens journaldokumenter, har disse virksomhetene valgt å benytte denne tjenesten som metode for å tilgjengeliggjøre de aktuelle dokumentene. Det er virksomheten som tilgjengeliggjør, som har ansvaret for at vilkårene for tilgjengeliggjøringen er oppfylt. Pasientens legemiddelliste: Pasientens legemiddelliste kan inngå i Reseptformidleren.&nbsp;Rettslig grunnlag for Reseptformidleren er pasientjournalloven § 12. Pasientens kritiske informasjon: For informasjonstjenesten Pasientens kritiske informasjon er hovedvilkåret for tilgang at helsepersonell må ha &quot;tjenstlig behov&quot; for pasientens kritiske opplysninger. Kravet til tjenstlig behov fremgår av pasientjournalloven § 13 fjerde ledd. Bestemmelsen er et unntak fra lovbestemt taushetsplikt og gjør det lovlig å tilegne seg helseopplysninger fra kjernejournal gjennom tjenesten Pasientens kritiske informasjon. I tillegg til kravet til tjenstlig behov, må helsepersonell som hovedregel innhente pasientens samtykke for å kunne gjøre oppslag i den konkrete kjernejournalen.",,"Juridisk","Eksisterer","Pasientens journaldokumenter, Pasientens kritiske informasjon, Pasientens prøvesvar, Pasientens legemiddelliste, Pasientens måledata","Helse- og omsorgsdepartementet",,"Lov om behandling av helseopplysninger ved ytelse av helsehjelp (pasientjournalloven) (lovdata.no)","https://lovdata.no/dokument/NL/lov/2014-06-20-42?q=pasientjournalloven"
"Informasjonsmodell ","Informasjonsmodell for FEST-katalogen",,"Beskrivelse av informasjonsinnholdet i forskrivnings- og ekspedisjonsstøtte (FEST). Se også ""FEST Implementeringsveiledning"" Fra Direktoratet for medisinske produkter. ",,,"Semantisk","Eksisterer","Pasientens legemiddelliste","Helsedirektoratet",,"Informasjonsmodell for FEST-katalogen (hdir.no)","https://www.ehelse.no/standardisering/standarder/m30-fest-meldingen"
"Samhandlingskomponent ","Sentral forskrivningsmodul - Basis API",,"SFM Basis API er tilrettelagt EPJ-systemer som har egenutviklet legemiddelmodul. SFM Basis API vil gi et forenklet og kvalitetssikret grensesnitt mellom EPJ og de sentrale registrene Reseptformidleren (RF) og Kjernejournal (KJ). ",,,"Teknisk","Eksisterer","Pasientens legemiddelliste","Norsk helsenett (NHN)",,"SFM Basis API (nhn.no)","https://e-resept.atlassian.net/wiki/spaces/SFMDOK/pages/2160493776/SFM+Basis+API"
"Samhandlingskomponent ","Sentral forskrivningsmodul - Fullversjon",,"SFM  er en legemiddelmodul som vil inngå som en integrert del av EPJ-systemet, men vil driftes og forvaltes sentralt. I SFM lagres legemiddelopplysningene i SFMs sentrale database, men alle data holdes separat for den enkelte virksomhet.",,,"Teknisk","Eksisterer","Pasientens legemiddelliste","Norsk helsenett (NHN)",,"SFM Fullversjon (nhn.no)","https://e-resept.atlassian.net/wiki/spaces/SFMDOK/pages/2160492688/SFM+Fullversjon"
"Informasjonsmodell ","Rekvirering av medisinske tjenester v1.6",,"Melding for rekvirering av tjenester innen radiologi og laboratoriemedisin",,"Obligatorisk standard","Semantisk","Eksisterer","Pasientens prøvesvar","Helsedirektoratet","HIS","Rekvirering av medisinske tjenester v1.6 (ehelse.no)","https://www.ehelse.no/standardisering/standarder/rekvirering-av-medisinske-tjenester-v1.6"
"Informasjonsmodell ","Informasjonsmodell SFM-fullversjon",,"Implementasjonsveileder for sentral forskrivningsmodul. ",,,"Semantisk",,"Pasientens legemiddelliste","Norsk helsenett (NHN)",,"SFM Fullversjon (nhn.no)","https://simplifier.net/guide/sfmapidatadeling?version=current"
"Informasjonsmodell ","Nasjonal informasjonsmodell for kritisk informasjon",,"Helsedirektoratet arbeider med å beskrive overordnet struktur og innhold for ulike typer helseinformasjon, uavhengig av formål og teknisk løsning.

For kritisk informasjon er det et pågående arbeid som gjennomføres i 2024.",,,"Semantisk","Under utvikling","Pasientens kritiske informasjon","Helsedirektoratet",,"Nasjonal informasjonsmodell for kritisk informasjon (ehelse.no)","https://www.ehelse.no/oversikt-over-arbeid-med-internasjonale-e-helsestandarder/helse-nim/lage-helse-nim-for-kritisk-informasjon"
"Faktaark ","Testing og testdata (faktaark 43)",,"Formålet med faktaarket er å sikre konfidensialitet, integritet, tilgjengelighet og kvalitet når testdata brukes i utvikling og test av IT-systemer med helse- og personopplysninger.",,,,"Eksisterer","Pasientens journaldokumenter, Pasientens kritiske informasjon, Pasientens legemiddelliste","Normen",,"Testing og testdata (faktaark 43) (ehelse.no)","https://www.ehelse.no/normen/normen-dokumenter/Testing%20og%20testdata%20(faktaark%2043)"
"Informasjonslager ","Lager for svarrapporter for pasientens prøvesvar",,"Lager i kjernejournal for svarrapporter til bruk i pasientens prøvesvar.",,,"Teknisk","Eksisterer","Pasientens prøvesvar","Norsk helsenett (NHN)",,"Teknisk beskrivelse av pasientens prøvesvar (nhn.no)","https://www.nhn.no/tjenester/pasientens-provesvar/teknisk-beskrivelse-svarmeldinger"
"Krav og prinsipper ","Logging og etterkontroll",,"Dokumentet beskriver prinsipper for logging, loggkontroll og loggoppfølging.",,,"Organisatorisk","Eksisterer","Pasientens journaldokumenter","Helsedirektoratet",,"Logg, logging og loggkontroll (nhn.no)","https://www.nhn.no/tjenester/kjernejournal/deling-av-journaldokumenter-gjennom-kjernejournal/Logg,%20loggkontroll%20og%20loggoppf%C3%B8lging.pdf"
"Samhandlingskomponent ","Reseptformidleren og e-resept",,"Reseptformidleren har en sentral i formidlingen av informasjon mellom aktørene i e-resept verdikjeden. Reseprformidleren er en database og meldingsformidler for alle aktive resepter og pasientens legemiddelliste med tilhørende meldinger. Denne siden linker videre til e-resept dokumentasjonen. ",,,"Teknisk","Eksisterer","Pasientens legemiddelliste","Norsk helsenett (NHN)",,"Reseptformidleren og e-resept (nhn.no)","https://utviklerportal.nhn.no/informasjonstjenester/reseptformidleren-og-e-resept/"
"Informasjonsmodell ","Informasjonsmodell SFM-Basis API",,"Implementasjonsveileder for FHIR-API i sentral forskrivningsmodul. ",,,"Semantisk",,"Pasientens legemiddelliste","Norsk helsenett (NHN)",,"SFM Basis API (nhn.no)","https://simplifier.net/guide/sfmapibasis?version=current"
"Informasjonsmodell ","M25.1 Legemidler i bruk (Pasientens legemiddelliste)",,"Meldingsstandard for legemidler i bruk (pasientens legemiddelliste). Dette er beskrevet i M25-meldingsstandardene. Dokumentasjonen inneholder informasjonsmodellen for legemidler i bruk. ",,,"Semantisk",,"Pasientens legemiddelliste","Helsedirektoratet",,"Legemidler i bruk (Pasientens legemiddelliste) (hdir.no)","https://www.ehelse.no/standardisering/standarder/m25.1-legemidler-i-bruk"
"Informasjonstjeneste ","Pasientens legemiddelliste","Her får du oversikt over krav og anbefalinger som gjelder for samhandlingstjenesten pasientens legemiddelliste, med lenker til sider og dokumenter der føringer er publisert.","Pasientens legemiddelliste skal inneholde en samlet og oppdatert oversikt over hvilke reseptbelagte legemidler pasienten bruker, og andre legemidler når det er relevant. Beskrivelse av tiltaket pasientens legemiddelliste. Se oversikt over pågående og planlagte aktiviteter for pasientens legemiddelliste i veikart for nasjonal e-helsestrategi",,,"Organisatorisk","Under utvikling","Pasientens legemiddelliste","Helsedirektoratet",,,
